"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.veteransplumbingcorp.com/","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/","",""
"https://www.veteransplumbingcorp.com/contact-us","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/contact-us","",""
"https://www.veteransplumbingcorp.com/hot-water-heater-meridian","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/hot-water-heater-meridian","",""
"https://www.veteransplumbingcorp.com/Water-Softener-System","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/Water-Softener-System","",""
"https://www.veteransplumbingcorp.com/water-softeners-Kuna-id","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/water-softeners-Kuna-id","",""
"https://www.veteransplumbingcorp.com/Residential-Plumbing-Services","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/Residential-Plumbing-Services","",""
"https://www.veteransplumbingcorp.com/sitemap","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/sitemap","",""
"https://www.veteransplumbingcorp.com/water-softener-eagle-idaho","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/water-softener-eagle-idaho","",""
"https://www.veteransplumbingcorp.com/Tankless-Water-Heater","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/Tankless-Water-Heater","",""
"https://www.veteransplumbingcorp.com/about-us","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/about-us","",""
"https://www.veteransplumbingcorp.com/Water-Heater-Replacement","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/Water-Heater-Replacement","",""
"https://www.veteransplumbingcorp.com/water-softeners-nampa-idaho","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/water-softeners-nampa-idaho","",""
"https://www.veteransplumbingcorp.com/thank-you","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/thank-you","",""
"https://www.veteransplumbingcorp.com/privacy-policy","text/html;charset=utf-8","200","OK","1.1","Indexable","","https://www.veteransplumbingcorp.com/privacy-policy","",""
